"","gene_id_bf","gene_id_af","family"
"499","GRMZM2G047370","Zm00001d025720","Trihelix"
"500","GRMZM2G047448","Zm00001d001948","WOX"
"501","GRMZM2G047600","Zm00001d009066","MYB"
"502","GRMZM2G047626","Zm00001d041576","MYB"
"503","GRMZM2G047715","Zm00001d050834","HD-ZIP"
"504","GRMZM2G047918","Zm00001d016262","ERF"
"505","GRMZM2G047999","Zm00001d016623","ERF"
"506","GRMZM2G048136","Zm00001d048623","MYB"
"507","GRMZM2G048154","Zm00001d028667","C2H2"
"508","GRMZM2G048295","Zm00001d003064","MYB"
"509","GRMZM2G048403","Zm00001d032105","MYB_related"
"510","GRMZM2G048450","Zm00001d016052","WRKY"
"511","GRMZM2G048582","Zm00001d006293","Nin-like"
"512","GRMZM2G048621","Zm00001d051350","ERF"
"513","GRMZM2G048826","Zm00001d050039","NAC"
"514","GRMZM2G048850","Zm00001d023540","GATA"
"515","GRMZM2G048910","Zm00001d037334","MYB"
"516","GRMZM2G048987","Zm00001d021617","FAR1"
"517","GRMZM2G049027","Zm00001d036594","C3H"
"518","GRMZM2G049159","Zm00001d028603","GRAS"
"519","GRMZM2G049194","Zm00001d018258","MYB_related"
"520","GRMZM2G049229","Zm00001d047017","bHLH"
"521","GRMZM2G049378","Zm00001d011515","MYB_related"
"522","GRMZM2G049695","Zm00001d008808","MYB_related"
"523","GRMZM2G050305","Zm00001d006236","MYB"
"524","GRMZM2G050550","Zm00001d019712","MYB"
"525","GRMZM2G050590","Zm00001d004512","E2F/DP"
"526","GRMZM2G050851","Zm00001d032095","ERF"
"527","GRMZM2G050912","Zm00001d046564","bZIP"
"528","GRMZM2G050939","Zm00001d035514","C2H2"
"529","GRMZM2G051256","Zm00001d040621","MYB"
"530","GRMZM2G051528","Zm00001d009088","MYB"
"531","GRMZM2G051785","Zm00001d045589","GRAS"
"532","GRMZM2G051793","Zm00001d018776","MYB"
"533","GRMZM2G051955","Zm00001d005757","ZF-HD"
"534","GRMZM2G052045","Zm00001d032218","M-type_MADS"
"535","GRMZM2G052102","Zm00001d053442","bZIP"
"536","GRMZM2G052239","Zm00001d034984","NAC"
"537","GRMZM2G052377","Zm00001d039700","MYB"
"538","GRMZM2G052499","Zm00001d023466","NF-YC"
"539","GRMZM2G052515","Zm00001d023465","E2F/DP"
"540","GRMZM2G052544","Zm00001d015407","G2-like"
"541","GRMZM2G052606","Zm00001d023931","MYB"
"542","GRMZM2G052616","Zm00001d040775","GATA"
"543","GRMZM2G052667","Zm00001d020595","ERF"
"544","GRMZM2G052671","Zm00001d006001","WRKY"
"545","GRMZM2G052720","Zm00001d053859","ERF"
"546","GRMZM2G052890","Zm00001d037737","MIKC_MADS"
"547","GRMZM2G053298","Zm00001d021442","Nin-like"
"548","GRMZM2G053503","Zm00001d009103","ERF"
"549","GRMZM2G054111","Zm00001d027623","MYB"
"550","GRMZM2G054125","Zm00001d049173","WRKY"
"551","GRMZM2G054252","Zm00001d031655","NAC"
"552","GRMZM2G054277","Zm00001d021069","NAC"
"553","GRMZM2G054564","Zm00001d023882","bHLH"
"554","GRMZM2G054615","Zm00001d025953","GATA"
"555","GRMZM2G054795","Zm00001d002829","YABBY"
"556","GRMZM2G055024","Zm00001d048674","TCP"
"557","GRMZM2G055070","Zm00001d024436","ERF"
"558","GRMZM2G055135","Zm00001d049525","LSD"
"559","GRMZM2G055158","Zm00001d051788","MYB"
"560","GRMZM2G055180","Zm00001d002762","ERF"
"561","GRMZM2G055204","Zm00001d018081","ERF"
"562","GRMZM2G055243","Zm00001d046568","TALE"
"563","GRMZM2G055263","Zm00001d028526","GRAS"
"564","GRMZM2G055413","Zm00001d036400","bZIP"
"565","GRMZM2G055782","Zm00001d050897","M-type_MADS"
"566","GRMZM2G056099","Zm00001d047587","bZIP"
"567","GRMZM2G056120","Zm00001d043431","ARF"
"568","GRMZM2G056400","Zm00001d032249","G2-like"
"569","GRMZM2G056407","Zm00001d022227","MYB"
"570","GRMZM2G056600","Zm00001d020804","HD-ZIP"
"571","GRMZM2G056920","Zm00001d053682","C3H"
"572","GRMZM2G056929","Zm00001d003822","S1Fa-like"
"573","GRMZM2G056986","Zm00001d012337","MYB"
"574","GRMZM2G057011","Zm00001d005749","WRKY"
"575","GRMZM2G057027","Zm00001d028842","MYB"
"576","GRMZM2G057116","Zm00001d009939","WRKY"
"577","GRMZM2G057131","Zm00001d002661","Nin-like"
"578","GRMZM2G057260","Zm00001d021986","bHLH"
"579","GRMZM2G057386","Zm00001d017466","ERF"
"580","GRMZM2G057408","Zm00001d036632","MYB_related"
"581","GRMZM2G057413","Zm00001d042062","bHLH"
"582","GRMZM2G057955","Zm00001d044194","MYB_related"
"583","GRMZM2G058197","Zm00001d021932","C2H2"
"584","GRMZM2G058451","Zm00001d021701","bHLH"
"585","GRMZM2G058479","Zm00001d014656","GATA"
"586","GRMZM2G058518","Zm00001d043921","NAC"
"587","GRMZM2G058588","Zm00001d026491","SBP"
"588","GRMZM2G058868","Zm00001d048590","C2H2"
"589","GRMZM2G059102","Zm00001d027955","MIKC_MADS"
"590","GRMZM2G059167","Zm00001d050726","MYB_related"
"591","GRMZM2G059428","Zm00001d027530","NAC"
"592","GRMZM2G059562","Zm00001d043060","WRKY"
"593","GRMZM2G059678","Zm00001d043378","CPP"
"594","GRMZM2G059851","Zm00001d016674","HSF"
"595","GRMZM2G059939","Zm00001d038907","RAV"
"596","GRMZM2G060000","Zm00001d037274","E2F/DP"
"597","GRMZM2G060057","Zm00001d035195","LSD"
"598","GRMZM2G060109","Zm00001d007042","bZIP"
"599","GRMZM2G060116","Zm00001d042246","NAC"
"600","GRMZM2G060170","Zm00001d038660","CPP"
"601","GRMZM2G060206","Zm00001d049903","ERF"
"602","GRMZM2G060216","Zm00001d042777","bZIP"
"603","GRMZM2G060265","Zm00001d027292","GRAS"
"604","GRMZM2G060290","Zm00001d046751","bZIP"
"605","GRMZM2G060319","Zm00001d050389","TCP"
"606","GRMZM2G060444","Zm00001d004234","HD-ZIP"
"607","GRMZM2G060465","Zm00001d052365","ERF"
"608","GRMZM2G060485","Zm00001d015521","G2-like"
"609","GRMZM2G060507","Zm00001d048471","TALE"
"610","GRMZM2G060517","Zm00001d019744","ERF"
"611","GRMZM2G060541","Zm00001d011560","HB-other"
"612","GRMZM2G060544","Zm00001d029506","LBD"
"613","GRMZM2G060834","Zm00001d017702","G2-like"
"614","GRMZM2G060918","Zm00001d047574","WRKY"
"615","GRMZM2G061101","Zm00001d033404","TALE"
"616","GRMZM2G061292","Zm00001d013724","Dof"
"617","GRMZM2G061487","Zm00001d032295","ERF"
"618","GRMZM2G061545","Zm00001d036812","C2H2"
"619","GRMZM2G061734","Zm00001d006091","SBP"
"620","GRMZM2G061897","Zm00001d034639","C2H2"
"621","GRMZM2G061906","Zm00001d038357","bHLH"
"622","GRMZM2G062009","Zm00001d051140","NAC"
"623","GRMZM2G062244","Zm00001d006687","HD-ZIP"
"624","GRMZM2G062391","Zm00001d029064","bZIP"
"625","GRMZM2G062541","Zm00001d024783","bHLH"
"626","GRMZM2G062650","Zm00001d040189","NAC"
"627","GRMZM2G062651","Zm00001d022145","VOZ"
"628","GRMZM2G063203","Zm00001d051316","Trihelix"
"629","GRMZM2G063216","Zm00001d052357","WRKY"
"630","GRMZM2G063387","Zm00001d048412","E2F/DP"
"631","GRMZM2G063522","Zm00001d014405","NAC"
"632","GRMZM2G063880","Zm00001d009619","WRKY"
"633","GRMZM2G064197","Zm00001d020019","G2-like"
"634","GRMZM2G064426","Zm00001d010574","NF-YB"
"635","GRMZM2G064466","Zm00001d029736","HB-other"
"636","GRMZM2G064541","Zm00001d040318","NAC"
"637","GRMZM2G064628","Zm00001d020433","TCP"
"638","GRMZM2G064630","Zm00001d006922","MYB"
"639","GRMZM2G064638","Zm00001d016095","bHLH"
"640","GRMZM2G064655","Zm00001d006463","Dof"
"641","GRMZM2G064744","Zm00001d044538","MYB"
"642","GRMZM2G065290","Zm00001d043063","WRKY"
"643","GRMZM2G065374","Zm00001d034298","bHLH"
"644","GRMZM2G065451","Zm00001d053890","SBP"
"645","GRMZM2G065478","Zm00001d030908","B3"
"646","GRMZM2G065496","Zm00001d030907","B3"
"647","GRMZM2G065538","Zm00001d011639","B3"
"648","GRMZM2G065829","Zm00001d011297","MYB_related"
"649","GRMZM2G065896","Zm00001d013331","GATA"
"650","GRMZM2G066057","Zm00001d008444","bHLH"
"651","GRMZM2G066158","Zm00001d010676","ERF"
"652","GRMZM2G066373","Zm00001d044953","GeBP"
"653","GRMZM2G066734","Zm00001d047644","bZIP"
"654","GRMZM2G067171","Zm00001d041883","GATA"
"655","GRMZM2G067463","Zm00001d002011","ERF"
"656","GRMZM2G067624","Zm00001d021573","SBP"
"657","GRMZM2G067654","Zm00001d045107","bHLH"
"658","GRMZM2G067702","Zm00001d011785","G2-like"
"659","GRMZM2G067921","Zm00001d022613","bZIP"
"660","GRMZM2G068330","Zm00001d049000","ZF-HD"
"661","GRMZM2G068476","Zm00001d033553","C3H"
"662","GRMZM2G068604","Zm00001d031167","bHLH"
"663","GRMZM2G068672","Zm00001d036118","HD-ZIP"
"664","GRMZM2G068710","Zm00001d023557","C2H2"
"665","GRMZM2G068967","Zm00001d002364","ERF"
"666","GRMZM2G068973","Zm00001d012527","NAC"
"667","GRMZM2G069009","Zm00001d040301","C3H"
"668","GRMZM2G069028","Zm00001d004889","WOX"
"669","GRMZM2G069047","Zm00001d049678","NAC"
"670","GRMZM2G069082","Zm00001d021205","ERF"
"671","GRMZM2G069126","Zm00001d021207","ERF"
"672","GRMZM2G069146","Zm00001d021208","ERF"
"673","GRMZM2G069176","Zm00001d029587","C2H2"
"674","GRMZM2G069274","Zm00001d043076","WOX"
"675","GRMZM2G069325","Zm00001d038930","MYB"
"676","GRMZM2G069365","Zm00001d051573","ZF-HD"
"677","GRMZM2G069370","Zm00001d025479","MIKC_MADS"
"678","GRMZM2G069408","Zm00001d041926","bHLH"
"679","GRMZM2G069486","Zm00001d053975","BES1"
"680","GRMZM2G069525","Zm00001d002649","G2-like"
"681","GRMZM2G070034","Zm00001d047355","MIKC_MADS"
"682","GRMZM2G070211","Zm00001d033291","WRKY"
"683","GRMZM2G070371","Zm00001d007713","GRAS"
"684","GRMZM2G070446","Zm00001d036214","DBB"
"685","GRMZM2G070523","Zm00001d013801","MYB"
"686","GRMZM2G070849","Zm00001d028930","MYB"
"687","GRMZM2G070865","Zm00001d051527","G2-like"
"688","GRMZM2G071034","Zm00001d001933","C3H"
"689","GRMZM2G071101","Zm00001d052883","C2H2"
"690","GRMZM2G071112","Zm00001d020459","ZF-HD"
"691","GRMZM2G071322","Zm00001d044519","Nin-like"
"692","GRMZM2G071468","Zm00001d017507","MYB_related"
"693","GRMZM2G071620","Zm00001d013258","MIKC_MADS"
"694","GRMZM2G071648","Zm00001d036830","MYB_related"
"695","GRMZM2G071907","Zm00001d002405","WRKY"
"696","GRMZM2G071977","Zm00001d044409","MYB_related"
"697","GRMZM2G072376","Zm00001d028504","bHLH"
"698","GRMZM2G072582","Zm00001d018667","MIKC_MADS"
"699","GRMZM2G072820","Zm00001d002121","bHLH"
"700","GRMZM2G072926","Zm00001d051355","ERF"
"701","GRMZM2G073044","Zm00001d010751","LBD"
"702","GRMZM2G073047","Zm00001d046292","ERF"
"703","GRMZM2G073272","Zm00001d016457","WRKY"
"704","GRMZM2G073357","Zm00001d038015","M-type_MADS"
"705","GRMZM2G073427","Zm00001d030995","bZIP"
"706","GRMZM2G073750","Zm00001d041497","ARF"
"707","GRMZM2G073779","Zm00001d048603","GRAS"
"708","GRMZM2G073805","Zm00001d048602","GRAS"
"709","GRMZM2G073823","Zm00001d048601","GRAS"
"710","GRMZM2G073826","Zm00001d016000","MYB_related"
"711","GRMZM2G073836","Zm00001d016000","MYB"
"712","GRMZM2G073892","Zm00001d018571","bZIP"
"713","GRMZM2G073982","Zm00001d045378","AP2"
"714","GRMZM2G074032","Zm00001d047976","C2H2"
"715","GRMZM2G074124","Zm00001d013661","YABBY"
"716","GRMZM2G074358","Zm00001d036364","NAC"
"717","GRMZM2G074373","Zm00001d041142","bZIP"
"718","GRMZM2G074438","Zm00001d036807","bHLH"
"719","GRMZM2G074501","Zm00001d034091","bHLH"
"720","GRMZM2G074543","Zm00001d013895","YABBY"
"721","GRMZM2G074645","Zm00001d010060","TALE"
"722","GRMZM2G074773","Zm00001d026648","NF-YC"
"723","GRMZM2G074793","Zm00001d025485","C2H2"
"724","GRMZM2G074908","Zm00001d042892","G2-like"
"725","GRMZM2G075064","Zm00001d036883","MYB_related"
"726","GRMZM2G075122","Zm00001d006945","GeBP"
"727","GRMZM2G075499","Zm00001d051891","LBD"
"728","GRMZM2G075562","Zm00001d017885","DBB"
"729","GRMZM2G075956","Zm00001d012260","C2H2"
"730","GRMZM2G076272","Zm00001d046223","TALE"
"731","GRMZM2G076327","Zm00001d030364","LBD"
"732","GRMZM2G076602","Zm00001d026448","AP2"
"733","GRMZM2G076636","Zm00001d009013","bHLH"
"734","GRMZM2G076657","Zm00001d041740","WRKY"
"735","GRMZM2G076896","Zm00001d053195","ERF"
"736","GRMZM2G077002","Zm00001d002790","GATA"
"737","GRMZM2G077045","Zm00001d028178","NAC"
"738","GRMZM2G077124","Zm00001d022550","bZIP"
"739","GRMZM2G077147","Zm00001d033815","MYB"
"740","GRMZM2G077752","Zm00001d011843","SRS"
"741","GRMZM2G077755","Zm00001d018045","TCP"
"742","GRMZM2G077789","Zm00001d038338","MYB"
"743","GRMZM2G078077","Zm00001d051216","TCP"
"744","GRMZM2G078274","Zm00001d001879","ARF"
"745","GRMZM2G078691","Zm00001d020874","NF-YC"
"746","GRMZM2G078820","Zm00001d036768","MYB"
"747","GRMZM2G078954","Zm00001d037315","NAC"
"748","GRMZM2G079123","Zm00001d032206","MYB"
"749","GRMZM2G079185","Zm00001d013625","LBD"
"750","GRMZM2G079365","Zm00001d053162","bZIP"
"751","GRMZM2G079458","Zm00001d008602","MYB"
"752","GRMZM2G079470","Zm00001d029855","GRAS"
"753","GRMZM2G079632","Zm00001d019207","NAC"
"754","GRMZM2G079653","Zm00001d015639","ERF"
"755","GRMZM2G079727","Zm00001d043589","MIKC_MADS"
"756","GRMZM2G079768","Zm00001d050269","LBD"
"757","GRMZM2G079825","Zm00001d003871","ERF"
"758","GRMZM2G080054","Zm00001d002288","bHLH"
"759","GRMZM2G080111","Zm00001d015664","bZIP"
"760","GRMZM2G080168","Zm00001d049158","bHLH"
"761","GRMZM2G080295","Zm00001d006209","SRS"
"762","GRMZM2G080509","Zm00001d036494","GATA"
"763","GRMZM2G080516","Zm00001d026191","ERF"
"764","GRMZM2G080583","Zm00001d043902","Trihelix"
"765","GRMZM2G080731","Zm00001d010658","bZIP"
"766","GRMZM2G081127","Zm00001d008176","SBP"
"767","GRMZM2G081158","Zm00001d031064","ARF"
"768","GRMZM2G081406","Zm00001d051172","ARF"
"769","GRMZM2G081445","Zm00001d001894","Trihelix"
"770","GRMZM2G081557","Zm00001d026197","MYB"
"771","GRMZM2G081671","Zm00001d046947","G2-like"
"772","GRMZM2G081782","Zm00001d021842","C2H2"
"773","GRMZM2G081812","Zm00001d006344","C2H2"
"774","GRMZM2G081816","Zm00001d044242","bHLH"
"775","GRMZM2G081892","Zm00001d008545","ERF"
"776","GRMZM2G081919","Zm00001d042910","MYB"
"777","GRMZM2G081930","Zm00001d003052","NAC"
"778","GRMZM2G082227","Zm00001d027409","B3"
"779","GRMZM2G082264","Zm00001d020384","G2-like"
"780","GRMZM2G082318","Zm00001d022266","GeBP"
"781","GRMZM2G082343","Zm00001d013370","bHLH"
"782","GRMZM2G082387","Zm00001d042127","GRAS"
"783","GRMZM2G082490","Zm00001d012703","Dof"
"784","GRMZM2G082586","Zm00001d020790","bHLH"
"785","GRMZM2G082630","Zm00001d031818","bHLH"
"786","GRMZM2G082709","Zm00001d030023","NAC"
"787","GRMZM2G083239","Zm00001d040426","MYB"
"788","GRMZM2G083347","Zm00001d023669","NAC"
"789","GRMZM2G083350","Zm00001d008794","WRKY"
"790","GRMZM2G083374","Zm00001d039612","FAR1"
"791","GRMZM2G083504","Zm00001d006065","bHLH"
"792","GRMZM2G083717","Zm00001d034888","WRKY"
"793","GRMZM2G083886","Zm00001d018208","GeBP"
"794","GRMZM2G083964","Zm00001d034872","NF-YC"
"795","GRMZM2G084014","Zm00001d020923","C2H2"
"796","GRMZM2G084130","Zm00001d013200","Dof"
"797","GRMZM2G084264","Zm00001d037165","ERF"
"798","GRMZM2G084583","Zm00001d032024","MYB"
"799","GRMZM2G084684","Zm00001d016604","Trihelix"
"800","GRMZM2G084799","Zm00001d028850","MYB"
"801","GRMZM2G085427","Zm00001d028380","MYB_related"
"802","GRMZM2G085467","Zm00001d020932","bHLH"
"803","GRMZM2G085678","Zm00001d015759","ERF"
"804","GRMZM2G085751","Zm00001d053391","bHLH"
"805","GRMZM2G085873","Zm00001d033508","YABBY"
"806","GRMZM2G085964","Zm00001d037941","ERF"
"807","GRMZM2G086072","Zm00001d027709","E2F/DP"
"808","GRMZM2G086277","Zm00001d036297","C2H2"
"809","GRMZM2G086474","Zm00001d026046","bHLH"
"810","GRMZM2G086530","Zm00001d026034","C2H2"
"811","GRMZM2G086573","Zm00001d002025","AP2"
"812","GRMZM2G086768","Zm00001d037315","NAC"
"813","GRMZM2G086880","Zm00001d011406","HSF"
"814","GRMZM2G086949","Zm00001d026540","ARF"
"815","GRMZM2G086994","Zm00001d040302","C3H"
"816","GRMZM2G087032","Zm00001d042363","C3H"
"817","GRMZM2G087040","Zm00001d016848","ERF"
"818","GRMZM2G087059","Zm00001d003884","ERF"
"819","GRMZM2G087095","Zm00001d034047","MIKC_MADS"
"820","GRMZM2G087741","Zm00001d040611","TALE"
"821","GRMZM2G087787","Zm00001d037356","NF-X1"
"822","GRMZM2G087804","Zm00001d039260","G2-like"
"823","GRMZM2G087817","Zm00001d044330","MYB_related"
"824","GRMZM2G087955","Zm00001d005300","MYB"
"825","GRMZM2G088005","Zm00001d013777","MYB_related"
"826","GRMZM2G088140","Zm00001d024041","bZIP"
"827","GRMZM2G088189","Zm00001d014989","MYB"
"828","GRMZM2G088242","Zm00001d005843","HSF"
"829","GRMZM2G088309","Zm00001d028216","YABBY"
"830","GRMZM2G088413","Zm00001d033314","B3"
"831","GRMZM2G088427","Zm00001d033314","B3"
"832","GRMZM2G088440","Zm00001d005763","TCP"
"833","GRMZM2G088443","Zm00001d039764","bHLH"
"834","GRMZM2G088524","Zm00001d029963","MYB_related"
"835","GRMZM2G088783","Zm00001d043687","MYB"
"836","GRMZM2G089050","Zm00001d014705","C3H"
"837","GRMZM2G089106","Zm00001d049625","LSD"
"838","GRMZM2G089244","Zm00001d053060","MYB"
"839","GRMZM2G089361","Zm00001d013119","TCP"
"840","GRMZM2G089406","Zm00001d010967","MYB_related"
"841","GRMZM2G089501","Zm00001d020834","bHLH"
"842","GRMZM2G089525","Zm00001d044168","HSF"
"843","GRMZM2G089557","Zm00001d021990","C2H2"
"844","GRMZM2G089619","Zm00001d003645","ZF-HD"
"845","GRMZM2G089636","Zm00001d035671","GRAS"
"846","GRMZM2G089638","Zm00001d041866","TCP"
"847","GRMZM2G089662","Zm00001d035670","GRAS"
"848","GRMZM2G089686","Zm00001d048383","MYB"
"849","GRMZM2G089782","Zm00001d041498","GRAS"
"850","GRMZM2G089812","Zm00001d028432","NF-YC"
"851","GRMZM2G089850","Zm00001d020837","Dof"
"852","GRMZM2G089949","Zm00001d040362","Dof"
"853","GRMZM2G089995","Zm00001d049364","ERF"
"854","GRMZM2G090230","Zm00001d026106","G2-like"
"855","GRMZM2G090332","Zm00001d002494","C2H2"
"856","GRMZM2G090594","Zm00001d024376","WRKY"
"857","GRMZM2G090595","Zm00001d017560","C2H2"
"858","GRMZM2G090837","Zm00001d005307","MYB"
"859","GRMZM2G091003","Zm00001d051509","bHLH"
"860","GRMZM2G091201","Zm00001d038288","MYB_related"
"861","GRMZM2G091331","Zm00001d026252","WRKY"
"862","GRMZM2G091433","Zm00001d052621","NF-YC"
"863","GRMZM2G091490","Zm00001d036050","NAC"
"864","GRMZM2G091656","Zm00001d053163","GRAS"
"865","GRMZM2G091964","Zm00001d033602","NF-YA"
"866","GRMZM2G092091","Zm00001d033870","bHLH"
"867","GRMZM2G092137","Zm00001d020025","bZIP"
"868","GRMZM2G092214","Zm00001d042305","TCP"
"869","GRMZM2G092363","Zm00001d024200","CO-like"
"870","GRMZM2G092409","Zm00001d020688","GeBP"
"871","GRMZM2G092465","Zm00001d035084","NAC"
"872","GRMZM2G092483","Zm00001d027678","LBD"
"873","GRMZM2G092517","Zm00001d043036","LBD"
"874","GRMZM2G092542","Zm00001d027679","LBD"
"875","GRMZM2G092609","Zm00001d016732","bZIP"
"876","GRMZM2G092694","Zm00001d008190","WRKY"
"877","GRMZM2G093020","Zm00001d030577","bZIP"
"878","GRMZM2G093305","Zm00001d028537","C2H2"
"879","GRMZM2G093595","Zm00001d038001","ERF"
"880","GRMZM2G093647","Zm00001d037999","MYB"
"881","GRMZM2G093660","Zm00001d037998","MYB"
"882","GRMZM2G093725","Zm00001d034653","Dof"
"883","GRMZM2G093744","Zm00001d024679","bHLH"
"884","GRMZM2G093789","Zm00001d036551","MYB"
"885","GRMZM2G093895","Zm00001d023565","TCP"
"886","GRMZM2G094067","Zm00001d016814","NAC"
"887","GRMZM2G094081","Zm00001d041158","VOZ"
"888","GRMZM2G094241","Zm00001d010948","TALE"
"889","GRMZM2G094352","Zm00001d024160","bZIP"
"890","GRMZM2G094892","Zm00001d038863","bHLH"
"891","GRMZM2G094935","Zm00001d038812","HB-PHD"
"892","GRMZM2G095078","Zm00001d019166","bZIP"
"893","GRMZM2G095239","Zm00001d013694","MYB_related"
"894","GRMZM2G095299","Zm00001d017147","DBB"
"895","GRMZM2G095598","Zm00001d003162","CO-like"
"896","GRMZM2G095899","Zm00001d033407","bHLH"
"897","GRMZM2G095904","Zm00001d017268","MYB"
"898","GRMZM2G095982","Zm00001d048889","LBD"
"899","GRMZM2G096016","Zm00001d007882","NF-YA"
"900","GRMZM2G096064","Zm00001d010264","LBD"
"901","GRMZM2G096358","Zm00001d008528","MYB"
"902","GRMZM2G096600","Zm00001d010713","CPP"
"903","GRMZM2G096610","Zm00001d025033","TCP"
"904","GRMZM2G096709","Zm00001d021362","GRF"
"905","GRMZM2G096759","Zm00001d039185","MYB_related"
"906","GRMZM2G097059","Zm00001d021057","MIKC_MADS"
"907","GRMZM2G097081","Zm00001d052102","ERF"
"908","GRMZM2G097182","Zm00001d041981","ERF"
"909","GRMZM2G097275","Zm00001d015233","SBP"
"910","GRMZM2G097349","Zm00001d033005","HD-ZIP"
"911","GRMZM2G097456","Zm00001d021998","GRAS"
"912","GRMZM2G097636","Zm00001d026203","MYB"
"913","GRMZM2G097638","Zm00001d026204","MYB"
"914","GRMZM2G097683","Zm00001d014762","SRS"
"915","GRMZM2G097788","Zm00001d028445","MYB_related"
"916","GRMZM2G098063","Zm00001d033313","B3"
"917","GRMZM2G098179","Zm00001d047182","MYB"
"918","GRMZM2G098442","Zm00001d025957","DBB"
"919","GRMZM2G098443","Zm00001d010077","B3"
"920","GRMZM2G098517","Zm00001d021946","GRAS"
"921","GRMZM2G098557","Zm00001d052905","SBP"
"922","GRMZM2G098594","Zm00001d035965","GRF"
"923","GRMZM2G098696","Zm00001d052738","HSF"
"924","GRMZM2G098784","Zm00001d047813","GRAS"
"925","GRMZM2G098800","Zm00001d051387","GRAS"
"926","GRMZM2G098813","Zm00001d026231","LFY"
"927","GRMZM2G098884","Zm00001d049495","MYB_related"
"928","GRMZM2G098904","Zm00001d015421","bZIP"
"929","GRMZM2G098986","Zm00001d031625","M-type_MADS"
"930","GRMZM2G099144","Zm00001d003583","NAC"
"931","GRMZM2G099319","Zm00001d031182","TALE"
"932","GRMZM2G099408","Zm00001d048894","M-type_MADS"
"933","GRMZM2G099461","Zm00001d039581","NF-YC"
"934","GRMZM2G099522","Zm00001d028217","MIKC_MADS"
"935","GRMZM2G099577","Zm00001d046053","M-type_MADS"
"936","GRMZM2G099593","Zm00001d005057","WRKY"
"937","GRMZM2G099622","Zm00001d006619","C3H"
"938","GRMZM2G099797","Zm00001d028265","ARR-B"
"939","GRMZM2G099862","Zm00001d007465","GRF"
"940","GRMZM2G100176","Zm00001d018698","G2-like"
"941","GRMZM2G100318","Zm00001d012128","ARR-B"
"942","GRMZM2G100583","Zm00001d049860","NAC"
"943","GRMZM2G100593","Zm00001d018038","NAC"
"944","GRMZM2G100709","Zm00001d036638","G2-like"
"945","GRMZM2G100727","Zm00001d038320","ERF"
"946","GRMZM2G100794","Zm00001d004651","C3H"
"947","GRMZM2G100982","Zm00001d009622","ERF"
"948","GRMZM2G101058","Zm00001d047081","GATA"
"949","GRMZM2G101350","Zm00001d017778","bHLH"
"950","GRMZM2G101405","Zm00001d043663","WRKY"
"951","GRMZM2G101499","Zm00001d036692","SBP"
"952","GRMZM2G101511","Zm00001d049822","SBP"
"953","GRMZM2G101806","Zm00001d049319","MYB_related"
"954","GRMZM2G102059","Zm00001d002562","B3"
"955","GRMZM2G102161","Zm00001d048082","MIKC_MADS"
"956","GRMZM2G102218","Zm00001d048083","YABBY"
"957","GRMZM2G102514","Zm00001d021927","BES1"
"958","GRMZM2G102583","Zm00001d004086","WRKY"
"959","GRMZM2G102790","Zm00001d035918","MYB"
"960","GRMZM2G102845","Zm00001d015243","ARF"
"961","GRMZM2G102938","Zm00001d035921","B3"
"962","GRMZM2G103085","Zm00001d018158","ERF"
"963","GRMZM2G103647","Zm00001d046937","bZIP"
"964","GRMZM2G103783","Zm00001d020947","MYB_related"
"965","GRMZM2G104074","Zm00001d046126","NAC"
"966","GRMZM2G104078","Zm00001d050960","NAC"
"967","GRMZM2G104204","Zm00001d021934","HD-ZIP"
"968","GRMZM2G104246","Zm00001d012688","CPP"
"969","GRMZM2G104260","Zm00001d026486","ERF"
"970","GRMZM2G104268","Zm00001d026485","FAR1"
"971","GRMZM2G104342","Zm00001d013385","GRAS"
"972","GRMZM2G104390","Zm00001d009193","GATA"
"973","GRMZM2G104396","Zm00001d041491","NF-YA"
"974","GRMZM2G104400","Zm00001d010227","NAC"
"975","GRMZM2G104516","Zm00001d031985","C2H2"
"976","GRMZM2G104551","Zm00001d021296","MYB"
"977","GRMZM2G104789","Zm00001d013164","MYB"
"978","GRMZM2G104866","Zm00001d046651","ERF"
"979","GRMZM2G105004","Zm00001d025757","Nin-like"
"980","GRMZM2G105092","Zm00001d047330","C2H2"
"981","GRMZM2G105137","Zm00001d002750","MYB"
"982","GRMZM2G105140","Zm00001d044171","WRKY"
"983","GRMZM2G105224","Zm00001d043243","C2H2"
"984","GRMZM2G105266","Zm00001d042588","ERF"
"985","GRMZM2G105317","Zm00001d007436","NF-YC"
"986","GRMZM2G105335","Zm00001d052112","GRF"
"987","GRMZM2G105348","Zm00001d016255","HSF"
"988","GRMZM2G105387","Zm00001d049691","MIKC_MADS"
"989","GRMZM2G105641","Zm00001d018035","Nin-like"
"990","GRMZM2G105834","Zm00001d047995","HD-ZIP"
"991","GRMZM2G106026","Zm00001d029586","C2H2"
"992","GRMZM2G106185","Zm00001d017563","G2-like"
"993","GRMZM2G106204","Zm00001d018829","YABBY"
"994","GRMZM2G106276","Zm00001d045400","HD-ZIP"
"995","GRMZM2G106336","Zm00001d048681","GRAS"
"996","GRMZM2G106356","Zm00001d048682","GRAS"
"997","GRMZM2G106548","Zm00001d021824","GRAS"
"998","GRMZM2G106558","Zm00001d032240","MYB"
"999","GRMZM2G106560","Zm00001d007329","WRKY"
"1000","GRMZM2G106591","Zm00001d036889","ERF"
